0.426009,0.564846,1,0.722149,0,0.186611,0.02093,0.00003,0.220322,0.23619,0.230624,0.135309
0.511211,0.791809,0,0.740459,1,0.060569,0.009458,1,0.283199,0.240737,0.743816,0.12241
0.149477,0.360068,0.909091,0.448268,1,0.087788,1,0,0.120221,0.463514,0.080314,0.259222
0.895366,0.774744,0.181818,0.819215,1,0.086072,0.548033,0,0.122988,1,0.376298,0.191564
0.726457,0.78157,0.090909,0.566402,1,0.109122,0.032877,0,0.017606,0.386224,0.238746,0.226864
0.669656,0.138225,0.727273,0.50717,1,0.158656,0.594093,0,0.046529,0.379404,0.310682,0.061503
0.547085,0.904437,0.818182,0.892124,1,0.188328,0.105422,0,0.715795,0.789725,0.199659,0.030603
0.487294,0.331058,0.090909,0.405471,0,0.084355,0.128452,0,0.549799,0.123664,0.504261,0.312191
0.732436,0.303754,0.727273,0.646702,1,0.025993,0.595533,0,0.172535,0.65333,0.160147,0.447635
0.671151,0.482935,0,0.75899,0,0.081167,0.372428,0.000076,0.240443,0.421459,0.383242,0.264802
0.762332,0.796928,0,0.609089,0,0.256989,0.614245,0,0.149899,0.560127,0.143999,0.583924
0.632287,0.423208,0.636364,0.48908,1,0.634625,0.237126,0.000017,0.230382,0.510116,0.889385,0.366027
0.617339,0.556314,0,0.923009,0,0.11182,0.046983,0,0.190141,0.620368,0.183936,0.218189
0.714499,0.766212,0.090909,0.900397,0,0.076753,0.716441,0.000006,0.532193,0.482837,0.232683,0.368052
0.766816,0.59727,0.818182,0.574013,0,0.128249,0.003312,0.000046,0.343561,0.647647,0.328704,0.24437
0.554559,0.385666,0.454545,0.411317,0,0.038009,0.820077,0,0.376258,0.340759,0.200235,0.476961
0.823617,0.199659,1,0.009376,1,0.040216,0.36811,0.404762,0.167505,0.315754,0.296072,0.751304
0.476831,0.300341,0.454545,0.536951,0,0.184404,0.186747,0.00043,0.250503,0.037281,0.678874,0.297773
0.913303,0.237201,0.545455,0.647143,1,0.076753,0.353716,0,0.085765,0.501023,0.248398,0.22004
0.433483,0.518771,0.727273,0.621553,0,0.088033,0.314853,0,0.459256,0.535122,0.560049,0.166008
