0.509716,0.174061,0.727273,0.568056,1,0,0.234247,0,0.15996,0.092976,0.160467,0.551369
0.624813,0.848123,0,0.815575,1,0.033104,0.089301,0.003581,0.348592,0.718118,0.240188,0.318705
0.949178,0.680887,1,0.921796,0,0.083129,0.092036,0,0.130533,0.893158,0.208269,0.326423
0.729447,0.762799,1,0.800022,0,0.044139,0.15796,0,0.026157,0.535122,0.232371,0.09129
0.7429,0.755973,0.454545,0.767704,1,0.301128,0.332125,0,0.776157,0.739714,0.151841,0.362629
0.729447,0.523891,0.636364,0.520296,1,0.65179,0.543715,0,0.469316,0.665833,0,0.493466
0.714499,0.175768,0.090909,0,0,0.985287,0.474624,0.000771,0.119215,0.272562,0.04093,0.302048
0.887892,0.728669,0.727273,0.942091,0,0.133399,0.268792,0.000145,0.29326,0.932939,0.216407,0.171312
1,0.544369,1,0.678248,1,0.541442,0.08743,0,0.202716,0.100932,0.416987,1
0.762332,0.291809,0.636364,0.787448,0,0.019617,0.267353,0.000181,0.15493,0.377131,0.2401,0.289768
0.726457,0.836177,0.545455,1,0,0.067435,0.06224,0,0.381288,0.311207,0.319981,0.053701
1,0.242321,0.818182,0.223803,0,0.973026,0.155081,0,0.386318,0.589679,0.472342,0.25624
0.325859,0.634812,0.727273,0.67869,1,0.084355,0.112475,0.000049,0.200201,0.063424,1,0.228169
0.576981,0.677474,0.454545,0.712552,0,0.030162,0.048566,0,0.539738,0.520346,0.384932,0.211591
0.796712,0.46587,0.090909,0.615045,1,0.073565,0.010912,0.020143,0.776157,0.32371,0.232066,0.048379
0.636771,0.813993,0.818182,0.900618,0,0.132663,0.106717,0,0.172535,0.637418,0.128412,0.240635
0.665172,0.890785,0.636364,0.750165,0,0.014468,0.215535,0.628571,0.15493,0.735167,0.36856,0.158784
0.666667,0.489761,1,0.500662,0,0.534085,0.03043,0,0.622736,0.882928,0.552712,0.215866
0.724963,0.022184,0.090909,0.117031,1,0.137813,0.286065,0.029095,0.237928,0.56922,0.681365,0.908772
0.83707,0.779863,0.090909,0.79197,1,0.138548,0.048566,0,0.278169,0.620368,0.255943,0.340881
